
-1.152044,-1.160799,-1.161325,-1.137614,-1.109400,-1.065400,-0.791000,-1.021500,-1.203900,-1.258300,-1.935300,-1.286100,0.094500,0.192900,1.144300,0.264600,0.000000,0.000000,0.000000,0.000000,0.000759,0.002114,0.060462,0.002187,0.027558,0.045982,0.245890,0.046762,0.042307,-0.759798,-1.606428,-1.438756,2.092755,2.372704,6.097061,7.024176,
-1.537406,-0.981448,-1.673683,-1.138467,-1.127000,-0.300500,-1.058100,-1.089800,-2.219200,-1.872800,-2.365200,-1.217300,1.092200,1.572300,1.307100,0.127500,0.000000,0.000000,0.000000,0.000000,0.100802,0.238061,0.173050,0.000776,0.317494,0.487915,0.415993,0.027854,-0.517672,-0.347638,-0.001714,-0.988047,2.177799,1.650944,1.871477,4.562215,
-1.559009,-0.953922,-1.702839,-1.131794,-1.128900,0.147200,-1.086200,-1.110100,-2.431900,-1.979000,-2.521700,-1.175300,1.303000,2.126200,1.435500,0.065200,0.000000,0.129032,0.000000,0.000000,0.185873,0.335049,0.234586,0.000329,0.431130,0.578834,0.484341,0.018137,-0.727852,-0.004023,-0.256984,-0.688210,2.084679,2.089030,1.627286,2.808794,
-1.567923,-0.929366,-1.646518,-1.129087,-1.139900,0.265600,-1.037400,-1.104000,-2.360100,-1.890900,-2.491200,-1.158400,1.220200,2.156500,1.453800,0.054400,0.000000,0.064516,0.000000,0.000000,0.174013,0.302560,0.213087,0.000179,0.417148,0.550054,0.461614,0.013388,-0.732923,0.210435,-0.411064,0.117866,2.225415,2.435792,1.970832,2.683907,
-1.849415,-0.986803,-1.839555,-1.141170,0.163300,0.160200,-1.066900,-1.063700,-2.461900,-2.342000,-2.742700,-1.218500,2.625200,2.502200,1.675800,0.154800,0.019417,0.126214,0.000000,0.000000,0.167522,0.367309,0.360243,0.000997,0.409295,0.606060,0.600203,0.031571,1.079796,-0.364104,-0.129798,-0.529806,6.866122,2.935929,1.505825,2.535568,
-1.915264,-1.076157,-1.897741,-1.149405,-1.218500,0.530800,-1.060300,-1.089100,-2.720200,-2.763700,-3.133300,-1.291300,1.501700,3.294500,2.073000,0.202200,0.000000,0.267327,0.079208,0.000000,0.237411,0.591508,0.400925,0.002145,0.487248,0.769096,0.633187,0.046318,-0.127262,0.100827,-0.575849,-1.278517,1.602215,2.714336,2.169725,4.890231,
-1.860615,-0.970623,-1.923304,-1.136922,-1.200200,0.768100,-0.981700,-1.070300,-2.635000,-2.564900,-3.281200,-1.216300,1.434800,3.333000,2.299500,0.146000,0.000000,0.221154,0.076923,0.000000,0.272439,0.609776,0.538318,0.002292,0.521957,0.780882,0.733701,0.047878,-0.209271,0.193649,-0.306327,-0.084133,1.567322,3.198689,1.845565,1.774604,
-1.707664,-0.874515,-1.693533,-1.143249,-1.131600,0.175500,-0.938200,-1.102300,-2.607700,-2.164300,-2.505400,-1.289600,1.476100,2.339800,1.567200,0.187300,0.000000,0.226087,0.000000,0.000000,0.248135,0.438511,0.269667,0.001057,0.498131,0.662202,0.519295,0.032518,-0.562456,-0.461888,0.031087,-1.993877,1.747095,2.246513,1.728107,7.724763,
-1.614252,-0.874934,-1.648015,-1.131883,-1.098100,-0.016800,-0.958500,-1.102500,-2.782000,-1.839400,-2.678000,-1.196500,1.683900,1.822600,1.719500,0.094000,0.067797,0.000000,0.135593,0.000000,0.276285,0.291024,0.320370,0.000511,0.525628,0.539466,0.566012,0.022602,-0.911854,-0.204936,-0.556105,-1.109570,2.611133,1.863922,2.025474,4.091900,
-1.497044,-0.978066,-1.666030,-1.137446,-1.110800,-0.134000,-1.107400,-1.105200,-2.474400,-2.056400,-2.498300,-1.200000,1.363600,1.922400,1.390900,0.094800,0.000000,0.024194,0.000000,0.000000,0.193653,0.314715,0.235752,0.000433,0.440060,0.560995,0.485543,0.020798,-1.031680,-0.237290,-0.379509,-0.900436,2.746346,1.742225,1.645160,4.784408,
