
start
-1.297558,0.343000,-3.370800,3.713800,0.181250,0.417777,0.646357,-0.279702,5.212291,-0.504041,2.638400,-4.883800,7.522200,0.384375,1.355071,1.164075,-1.202792,7.099124,-0.235454,0.948500,-1.046400,1.994900,0.025000,0.086516,0.294137,1.153426,8.434526,-7.534419,46.447800,-91.720596,138.168396,32.625000,1414.888672,37.615005,-0.406353,2.018520,0.569303,51.651001,-70.159897,121.810898,12.975000,350.975037,18.734327,-0.773054,5.108801,-9.705526,321.792603,-229.843094,551.635681,131.759369,25644.482422,160.138947,0.777886,2.411631,
-1.322068,0.329300,-3.453100,3.782400,0.103896,0.432565,0.657697,-0.276981,5.164894,-0.516386,3.081800,-7.431900,10.513700,0.529221,2.613526,1.616640,-2.039302,10.044654,-0.253405,0.874000,-0.671100,1.545100,0.025974,0.081736,0.285894,1.869034,7.587354,-4.281022,105.041496,-148.727402,253.768890,44.379871,3119.098389,55.848888,-0.198404,2.903627,7.092218,46.447800,-45.150799,91.598602,12.603896,295.114166,17.178886,-0.178886,3.725000,-3.861598,345.886200,-301.864594,647.750793,146.168839,30450.269531,174.500061,0.709850,2.276099,
-1.354307,0.373500,-3.836400,4.209900,0.188742,0.676494,0.822493,-0.828267,4.151256,-0.684443,2.773400,-7.872300,10.645700,0.556291,2.697438,1.642388,-2.406840,11.754541,-0.227423,1.370600,-1.452400,2.823000,0.056291,0.178673,0.422697,1.019743,8.213455,-3.315654,83.999603,-145.919800,229.919403,34.158939,1833.747559,42.822277,-0.388874,3.571293,2.563632,95.871002,-86.700401,182.571411,22.006622,1015.957581,31.874090,0.178157,4.789116,-2.875920,351.928711,-342.941315,694.869995,160.397354,35129.296875,187.428116,0.603325,2.099995,
-1.325084,0.457800,-3.840100,4.297900,0.157051,0.580836,0.762126,-0.428432,4.925077,-0.572171,0.682900,-4.877400,5.560300,0.342949,1.299451,1.139935,-1.867786,6.533076,-0.255887,1.558300,-4.340300,5.898600,0.160256,0.609925,0.780977,-3.184711,20.162254,0.951623,123.687698,-119.415298,243.102997,37.054485,2369.187744,48.674301,-0.124923,3.006923,4.917775,74.600197,-103.362999,177.963196,18.775640,687.530396,26.220800,-0.398786,5.727937,-5.591200,347.457886,-354.446411,701.904297,146.916672,31151.765625,176.498627,0.658705,2.328301,
-1.357312,0.783400,-4.635300,5.418700,0.294872,0.913696,0.955874,-1.114913,6.388579,-0.524099,3.784200,-6.666500,10.450700,0.618590,2.363964,1.537519,-1.230758,8.772460,-0.255756,3.079600,-3.880100,6.959700,0.153846,0.726309,0.852238,-0.351260,14.489835,-1.286782,187.912003,-122.757004,310.669006,54.897434,4942.735840,70.304596,0.495198,3.382093,7.918286,78.109703,-144.088699,222.198395,24.032051,1137.208252,33.722519,-0.740701,6.814526,-1.228475,332.702606,-311.706512,644.409119,144.698715,30027.539062,173.284561,0.557886,2.227175,
-1.324469,0.535200,-3.880100,4.415300,0.188312,0.620779,0.787896,-0.537519,5.063079,-0.583557,3.016100,-7.470900,10.487000,0.542208,2.587901,1.608695,-2.159121,10.800864,-0.183514,2.010500,-1.022200,3.032700,0.081169,0.293100,0.541387,2.281570,9.012488,-3.914282,128.479004,-131.134003,259.613007,39.522728,2571.584717,50.710796,0.318638,3.099577,1.856365,75.622597,-101.715103,177.337708,23.100649,1065.423706,32.640827,0.084577,4.327558,-6.036162,331.634491,-308.151215,639.785706,147.360382,30671.294922,175.132217,0.634422,2.185176,
-1.388511,0.445800,-2.852800,3.298600,0.207547,0.492875,0.702050,0.124203,3.519279,-0.488194,2.291700,-3.888700,6.180400,0.449686,1.531705,1.237621,-0.769077,3.520113,-0.320257,1.474600,-4.592000,6.066600,0.128931,0.595726,0.771833,-3.879544,24.462200,1.948578,117.034897,-117.843597,234.878494,49.405659,3140.004639,56.035744,0.107455,1.930315,6.484073,91.400101,-53.375198,144.775299,14.915094,481.689575,21.947428,0.529258,5.374930,-12.002680,343.398987,-314.163208,657.562195,150.811325,32420.587891,180.057175,0.662544,2.267195,
-1.541111,1.559100,-7.247100,8.806200,0.412568,1.604193,1.266567,-1.612375,10.435722,-0.468933,0.946500,-3.771200,4.717700,0.524590,1.607825,1.268000,-1.349362,3.674313,-0.163442,4.377200,-3.787800,8.165000,0.248634,1.318110,1.148090,1.907528,13.078726,-5.342656,110.611000,-265.808105,376.419098,57.390709,4705.383789,68.595802,-0.545810,3.639514,1.909479,126.693703,-188.430801,315.124512,25.483606,1429.785522,37.812504,-0.748347,9.930540,-24.058722,392.227203,-399.475098,791.702271,159.928955,39610.578125,199.024063,0.807358,2.668568,
-1.496051,0.695800,-7.757300,8.453100,0.345000,1.406742,1.186061,-2.658997,16.283581,-0.339507,1.252700,-3.780300,5.033000,0.512500,1.572157,1.253857,-1.269331,3.908908,-0.247573,5.004400,-4.401900,9.406300,0.200000,1.007454,1.003720,1.494846,20.939760,4.123394,230.758698,-286.468506,517.227173,70.514999,8392.523438,91.610718,0.280270,3.380154,13.542977,80.551102,-278.900085,359.451172,22.872499,1470.674316,38.349373,-4.445645,34.342438,2.219886,355.773895,-368.652313,724.426208,169.817505,37930.148438,194.756638,0.474407,1.988607,
start
