adfas,adf,sdf,awe,rtea,teaf,erte,ert
1496203942.2873530388,1496203942.2896471024, -1.1589, -0.4202, -0.2415, -0.1831,  4.8065,-23.7274
1496203942.2897210121,1496203942.2920060158, -1.1589, -0.4202, -0.2415, -0.1831,  4.8065,-23.7274
1496203942.2920789719,1496203942.2943611145, -1.1589, -0.4202, -0.2415, -0.1831,  4.8065,-23.7274
1496203942.2944340706,1496203942.2967259884, -1.0645, -0.4583, -0.2439, -0.1831,  4.8065,-21.2708
1496203942.2967989445,1496203942.2992761135, -1.0645, -0.4583, -0.2439,  1.9684,  4.3182,-21.2708
1496203942.2993490696,1496203942.3016450405, -1.0645, -0.4583, -0.2439,  1.9684,  4.3182,-21.2708
1496203942.3017179966,1496203942.3040030003, -1.0645, -0.4583, -0.2439,  1.9684,  4.3182,-21.2708
1496203942.3040769100,1496203942.3063631058, -1.0645, -0.4583, -0.2439,  1.9684,  4.3182,-21.2708
1496203942.3064360619,1496203942.3087289333, -1.0645, -0.4583, -0.2439,  3.7994,  3.8452,-16.4642
1496203942.3089599609,1496203942.3113749027, -1.0645, -0.4583, -0.2439,  3.7994,  3.8452,-16.4642
1496203942.3114480972,1496203942.3138659000, -1.0645, -0.4583, -0.2439,  3.7994,  3.8452,-16.4642
1496203942.3139379025,1496203942.3163518906, -1.0020, -0.4644, -0.2139,  3.7994,  3.8452,-16.4642
1496203942.3164260387,1496203942.3188540936, -1.0256, -0.4644, -0.2139,  4.7760,  2.8534,-11.6577
1496203942.3189260960,1496203942.3213438988, -1.0256, -0.4644, -0.2139,  4.7760,  2.8534,-11.6577
1496203942.3214170933,1496203942.3238298893, -1.0256, -0.4644, -0.2139,  4.7760,  2.8534,-11.6577
1496203942.3239030838,1496203942.3263099194, -1.0256, -0.4644, -0.2139,  4.7760,  2.8534,-11.6577
1496203942.3263831139,1496203942.3288140297, -1.0256, -0.4644, -0.2139,  4.7760,  2.0905, -6.7444
1496203942.3288838863,1496203942.3312950134, -1.0256, -0.4644, -0.2139,  4.3793,  2.0905, -6.7444
1496203942.3313639164,1496203942.3337728977, -1.0256, -0.4644, -0.2139,  4.3793,  2.0905, -6.7444
1496203942.3338420391,1496203942.3362619877, -1.0256, -0.4822, -0.2219,  4.3793,  2.0905, -6.7444
1496203942.3364400864,1496203942.3388628960, -1.0298, -0.4822, -0.2219,  4.3793,  2.0905, -1.2054
1496203942.3389329910,1496203942.3412311077, -1.0298, -0.4822, -0.2219,  3.8910,  0.9613, -1.2054
1496203942.3413019180,1496203942.3435881138, -1.0298, -0.4822, -0.2219,  3.8910,  0.9613, -1.2054
1496203942.3436570168,1496203942.3459439278, -1.0298, -0.4822, -0.2219,  3.8910,  0.9613, -1.2054
1496203942.3460130692,1496203942.3483068943, -1.0298, -0.4822, -0.2219,  3.8910,  0.9613, -1.2054
1496203942.3483779430,1496203942.3508279324, -1.0298, -0.4822, -0.2219,  5.1422,  0.2136,  4.5013
1496203942.3508980274,1496203942.3533120155, -1.0298, -0.4822, -0.2219,  5.1422,  0.2136,  4.5013
1496203942.3533821106,1496203942.3557939529, -1.0298, -0.4822, -0.2148,  5.1422,  0.2136,  4.5013
1496203942.3558640480,1496203942.3582720757, -1.0354, -0.4626, -0.2148,  5.1422,  0.2136,  4.5013
1496203942.3583419323,1496203942.3607990742, -1.0354, -0.4626, -0.2148,  6.8359, -0.0458,  9.0485
1496203942.3608710766,1496203942.3632791042, -1.0354, -0.4626, -0.2148,  6.8359, -0.0458,  9.0485
1496203942.3633511066,1496203942.3658881187, -1.0354, -0.4626, -0.2148,  6.8359, -0.0458,  9.0485
1496203942.3659598827,1496203942.3683578968, -1.0354, -0.4626, -0.2148,  6.8359, -0.0458,  9.0485
1496203942.3684298992,1496203942.3710970879, -1.0354, -0.4626, -0.2148,  6.8359,  0.3967, 12.0392
1496203942.3711729050,1496203942.3735890388, -1.0354, -0.4626, -0.2148,  7.4005,  0.3967, 12.0392
1496203942.3736629486,1496203942.3760740757, -1.0354, -0.4165, -0.1936,  7.4005,  0.3967, 12.0392
1496203942.3761479855,1496203942.3785579205, -1.0635, -0.4165, -0.1936,  7.4005,  0.3967, 12.0392
1496203942.3786320686,1496203942.3810589314, -1.0635, -0.4165, -0.1936,  7.4005,  0.3967, 14.3280
1496203942.3811330795,1496203942.3835449219, -1.0635, -0.4165, -0.1936,  7.0953, -0.0305, 14.3280
1496203942.3836190701,1496203942.3860309124, -1.0635, -0.4165, -0.1936,  7.0953, -0.0305, 14.3280
1496203942.3861050606,1496203942.3885169029, -1.0635, -0.4165, -0.1936,  7.0953, -0.0305, 14.3280
1496203942.3885900974,1496203942.3908970356, -1.0635, -0.4165, -0.1936,  7.0953, -0.0305, 14.3280
1496203942.3909709454,1496203942.3932650089, -1.0635, -0.4165, -0.1936,  6.2866, -1.1139, 16.2659
1496203942.3933389187,1496203942.3956239223, -1.0635, -0.4165, -0.1963,  6.2866, -1.1139, 16.2659
1496203942.3956971169,1496203942.3979799747, -1.1033, -0.3848, -0.1963,  6.2866, -1.1139, 16.2659
1496203942.3980529308,1496203942.4003660679, -1.1033, -0.3848, -0.1963,  6.2866, -1.1139, 16.2659
1496203942.4004380703,1496203942.4027199745, -1.1033, -0.3848, -0.1963,  6.2866, -1.5869, 15.7013
1496203942.4027929306,1496203942.4050800800, -1.1033, -0.3848, -0.1963,  6.0425, -1.5869, 15.7013
1496203942.4051530361,1496203942.4074409008, -1.1033, -0.3848, -0.1963,  6.0425, -1.5869, 15.7013
1496203942.4075140953,1496203942.4098129272, -1.1033, -0.3848, -0.1963,  6.0425, -1.5869, 15.7013
1496203942.4098849297,1496203942.4121780396, -1.1033, -0.3848, -0.1963,  6.0425, -1.5869, 15.7013
1496203942.4122519493,1496203942.4145379066, -1.1033, -0.3848, -0.1963,  7.3700, -2.2278, 14.3433
1496203942.4146099091,1496203942.4168949127, -1.1265, -0.3394, -0.2075,  7.3700, -2.2278, 14.3433
1496203942.4169681072,1496203942.4194009304, -1.1265, -0.3394, -0.2075,  7.3700, -2.2278, 14.3433
1496203942.4194750786,1496203942.4217600822, -1.1265, -0.3394, -0.2075,  7.3700, -2.2278, 14.3433
1496203942.4218330383,1496203942.4241180420, -1.1265, -0.3394, -0.2075,  8.6365, -2.6855, 13.0463
1496203942.4241929054,1496203942.4264841080, -1.1265, -0.3394, -0.2075,  8.6365, -2.6855, 13.0463
1496203942.4265580177,1496203942.4289178848, -1.1265, -0.3394, -0.2075,  8.6365, -2.6855, 13.0463
1496203942.4290020466,1496203942.4314301014, -1.1265, -0.3394, -0.2075,  8.6365, -2.6855, 13.0463
1496203942.4315049648,1496203942.4339160919, -1.1265, -0.3394, -0.2075,  8.6365, -2.6855, 11.0168
1496203942.4339900017,1496203942.4364008904, -1.1265, -0.2954, -0.1665,  9.6130, -2.9449, 11.0168
1496203942.4365770817,1496203942.4389960766, -1.1421, -0.2954, -0.1665,  9.6130, -2.9449, 11.0168
1496203942.4390699863,1496203942.4413549900, -1.1421, -0.2954, -0.1665,  9.6130, -2.9449, 11.0168
1496203942.4414279461,1496203942.4437129498, -1.1421, -0.2954, -0.1665,  9.6130, -2.9449, 11.0168
1496203942.4437859058,1496203942.4460780621, -1.1421, -0.2954, -0.1665, 10.9558, -2.8381,  8.6060
1496203942.4461519718,1496203942.4484360218, -1.1421, -0.2954, -0.1665, 10.9558, -2.8381,  8.6060
1496203942.4485099316,1496203942.4509201050, -1.1421, -0.2954, -0.1665, 10.9558, -2.8381,  8.6060
1496203942.4509940147,1496203942.4533948898, -1.1421, -0.2954, -0.1665, 10.9558, -2.8381,  8.6060
1496203942.4534690380,1496203942.4558749199, -1.1421, -0.2954, -0.1533, 11.8408, -3.2501,  5.5084
1496203942.4559490681,1496203942.4583621025, -1.1394, -0.3015, -0.1533, 11.8408, -3.2501,  5.5084
1496203942.4584350586,1496203942.4607529640, -1.1394, -0.3015, -0.1533, 11.8408, -3.2501,  5.5084
1496203942.4608249664,1496203942.4631080627, -1.1394, -0.3015, -0.1533, 11.8408, -3.2501,  5.5084
1496203942.4631810188,1496203942.4654650688, -1.1394, -0.3015, -0.1533, 11.8408, -3.2501,  4.2877
1496203942.4655380249,1496203942.4678170681, -1.1394, -0.3015, -0.1533, 11.1542, -2.7008,  4.2877
1496203942.4678900242,1496203942.4702799320, -1.1394, -0.3015, -0.1533, 11.1542, -2.7008,  4.2877
1496203942.4703550339,1496203942.4726409912, -1.1394, -0.3015, -0.1533, 11.1542, -2.7008,  4.2877
1496203942.4727149010,1496203942.4749999046, -1.1394, -0.3015, -0.1533, 11.1542, -2.7008,  4.2877
1496203942.4750730991,1496203942.4773640633, -1.1836, -0.2771, -0.1763, 11.5051, -1.0986,  3.5248
1496203942.4774370193,1496203942.4798309803, -1.1836, -0.2771, -0.1763, 11.5051, -1.0986,  3.5248
1496203942.4799029827,1496203942.4823110104, -1.1836, -0.2771, -0.1763, 11.5051, -1.0986,  3.5248
1496203942.4823839664,1496203942.4848489761, -1.1836, -0.2771, -0.1763, 11.5051, -1.0986,  3.5248
1496203942.4849300385,1496203942.4873609543, -1.1836, -0.2771, -0.1763, 15.4114,  0.1831, -0.0916
1496203942.4874379635,1496203942.4902079105, -1.1836, -0.2771, -0.1763, 13.9465,  0.1831, -0.0916
1496203942.4902849197,1496203942.4925689697, -1.1836, -0.2771, -0.1763, 13.9465,  0.1831, -0.0916
1496203942.4926440716,1496203942.4949328899, -1.1836, -0.2771, -0.1763, 13.9465,  0.1831, -0.0916
1496203942.4950070381,1496203942.4972910881, -1.2197, -0.1782, -0.1956, 13.9465,  0.1831, -4.5929
1496203942.4973640442,1496203942.4997110367, -1.2197, -0.1782, -0.1956, 15.7623,  1.1444, -4.5929
1496203942.4997839928,1496203942.5021929741, -1.2197, -0.1782, -0.1956, 15.7623,  1.1444, -4.5929
1496203942.5022659302,1496203942.5046730042, -1.2197, -0.1782, -0.1956, 15.7623,  1.1444, -4.5929
1496203942.5047459602,1496203942.5071549416, -1.2197, -0.1782, -0.1956, 15.7623,  1.1444, -4.5929
1496203942.5072278976,1496203942.5096580982, -1.2197, -0.1782, -0.1956, 21.7896,  1.3428,-12.0850
1496203942.5097351074,1496203942.5121400356, -1.2197, -0.1782, -0.1956, 21.7896,  1.3428,-12.0850
1496203942.5122160912,1496203942.5146279335, -1.2197, -0.1782, -0.1956, 21.7896,  1.3428,-12.0850
1496203942.5147039890,1496203942.5171089172, -1.4539, -0.1238, -0.2180, 21.7896,  1.3428,-12.0850
1496203942.5171859264,1496203942.5195629597, -1.4539, -0.1238, -0.2180, 26.9318, -0.0153,-21.6980
1496203942.5196409225,1496203942.5219299793, -1.4539, -0.1238, -0.2180, 26.9318, -0.0153,-21.6980
1496203942.5220079422,1496203942.5242869854, -1.4539, -0.1238, -0.2180, 26.9318, -0.0153,-21.6980
1496203942.5243649483,1496203942.5266489983, -1.4539, -0.1238, -0.2180, 26.9318, -0.0153,-21.6980
1496203942.5267269611,1496203942.5290191174, -1.4539, -0.1238, -0.2180, 26.9318, -0.0153,-35.5682
1496203942.5290970802,1496203942.5313799381, -1.4539, -0.1238, -0.2180, 33.2642, -3.7994,-35.5682
1496203942.5314559937,1496203942.5337450504, -1.4539, -0.1238, -0.2180, 33.2642, -3.7994,-35.5682
1496203942.5338199139,1496203942.5361039639, -1.4539, -0.0354, -0.1758, 33.2642, -3.7994,-35.5682
1496203942.5361809731,1496203942.5384659767, -1.5725, -0.0354, -0.1758, 33.2642, -3.7994,-35.5682
1496203942.5386569500,1496203942.5411450863, -1.5725, -0.0354, -0.1758, 37.3840, -6.9122,-51.1780
1496203942.5412230492,1496203942.5435059071, -1.5725, -0.0354, -0.1758, 37.3840, -6.9122,-51.1780
1496203942.5435829163,1496203942.5458710194, -1.5725, -0.0354, -0.1758, 37.3840, -6.9122,-51.1780
1496203942.5459470749,1496203942.5482370853, -1.5725, -0.0354, -0.1758, 37.3840, -6.9122,-51.1780
1496203942.5483119488,1496203942.5508189201, -1.5725, -0.0354, -0.1758, 37.3840, -8.8043,-64.8346
1496203942.5508968830,1496203942.5533130169, -1.5725, -0.0354, -0.1758, 37.5977, -8.8043,-64.8346
1496203942.5533909798,1496203942.5557990074, -1.5725, -0.0354, -0.1943, 37.5977, -8.8043,-64.8346
1496203942.5558769703,1496203942.5582840443, -1.4277, -0.0146, -0.1943, 37.5977, -8.8043,-64.8346
1496203942.5583620071,1496203942.5607891083, -1.4277, -0.0146, -0.1943, 37.5977, -8.8043,-74.9359
1496203942.5608670712,1496203942.5632801056, -1.4277, -0.0146, -0.1943, 32.7454, -8.6975,-74.9359
1496203942.5633571148,1496203942.5657680035, -1.4277, -0.0146, -0.1943, 32.7454, -8.6975,-74.9359
1496203942.5658459663,1496203942.5682580471, -1.4277, -0.0146, -0.1943, 32.7454, -8.6975,-74.9359
1496203942.5683350563,1496203942.5707859993, -1.4277, -0.0146, -0.1943, 32.7454, -8.6975,-74.9359
1496203942.5708630085,1496203942.5732729435, -1.4277, -0.0146, -0.1943, 22.8424, -8.3466,-80.6122
1496203942.5733509064,1496203942.5757579803, -1.4277, -0.0146, -0.2297, 22.8424, -8.3466,-80.6122
1496203942.5758359432,1496203942.5782420635, -1.2471, -0.2371, -0.2297, 22.8424, -8.3466,-80.6122
1496203942.5783200264,1496203942.5806789398, -1.2471, -0.2371, -0.2297, 22.8424, -8.3466,-80.6122
1496203942.5807569027,1496203942.5830359459, -1.2471, -0.2371, -0.2297, 10.7727, -8.6517,-85.6476
1496203942.5831129551,1496203942.5853970051, -1.2471, -0.2371, -0.2297, 10.7727, -8.6517,-85.6476
1496203942.5854740143,1496203942.5877649784, -1.2471, -0.2371, -0.2297, 10.7727, -8.6517,-85.6476
1496203942.5878419876,1496203942.5902380943, -1.2471, -0.2371, -0.2297, 10.7727, -8.6517,-85.6476
1496203942.5903151035,1496203942.5927109718, -1.2471, -0.2371, -0.2297, 10.7727, -8.6517,-86.2427
1496203942.5927889347,1496203942.5951809883, -1.2471, -0.2371, -0.2297,  3.1738,-10.6506,-86.2427
1496203942.5952570438,1496203942.5976490974, -0.8401, -0.6768, -0.2505,  3.1738,-10.6506,-86.2427
1496203942.5977249146,1496203942.6001770496, -0.8401, -0.6768, -0.2505,  3.1738,-10.6506,-86.2427
1496203942.6002531052,1496203942.6026608944, -0.8401, -0.6768, -0.2505,  3.1738,-10.6506,-86.2427
1496203942.6027390957,1496203942.6053590775, -0.8401, -0.6768, -0.2505, -0.5035, -9.2163,-84.2590
1496203942.6054439545,1496203942.6078569889, -0.8401, -0.6768, -0.2505, -0.5035, -9.2163,-84.2590
1496203942.6079330444,1496203942.6107881069, -0.8401, -0.6768, -0.2505, -0.5035, -9.2163,-84.2590
1496203942.6108639240,1496203942.6132800579, -0.8401, -0.6768, -0.2505, -0.5035, -9.2163,-72.5403
1496203942.6133561134,1496203942.6157650948, -0.8401, -0.6768, -0.1880, -4.7150,-11.4746,-73.6084
1496203942.6158430576,1496203942.6182539463, -0.7368, -0.8115, -0.1929, -4.7150,-11.4746,-73.6084
1496203942.6183300018,1496203942.6207919121, -0.7368, -0.8115, -0.1929, -4.7150,-11.4746,-73.6084
1496203942.6208679676,1496203942.6232759953, -0.7368, -0.8115, -0.1929, -4.7150,-11.4746,-73.6084
1496203942.6233520508,1496203942.6257679462, -0.7368, -0.8115, -0.1929, -2.6550,-13.8855,-62.0270
1496203942.6258430481,1496203942.6282570362, -0.7368, -0.8115, -0.1929, -2.6550,-13.8855,-62.0270
1496203942.6283330917,1496203942.6308040619, -0.7368, -0.8115, -0.1929, -2.6550,-13.8855,-62.0270
1496203942.6308801174,1496203942.6332979202, -0.7368, -0.8115, -0.1929, -2.6550,-13.8855,-62.0270
1496203942.6333739758,1496203942.6357820034, -0.7368, -0.8115, -0.1304, 10.6506,-14.5416,-47.8058
1496203942.6358599663,1496203942.6382710934, -0.7507, -0.4795, -0.1431, 10.6506,-14.5416,-47.8058
1496203942.6383490562,1496203942.6407070160, -0.7507, -0.4795, -0.1431, 10.6506,-14.5416,-47.8058
1496203942.6407849789,1496203942.6430709362, -0.7507, -0.4795, -0.1431, 10.6506,-14.5416,-47.8058
1496203942.6432590485,1496203942.6455509663, -0.7507, -0.4795, -0.1431, 10.6506,-18.4479,-37.5366
1496203942.6456279755,1496203942.6479139328, -0.7507, -0.4795, -0.1431, 18.5852,-16.0828,-37.5366
1496203942.6479918957,1496203942.6503279209, -0.7507, -0.4795, -0.1431, 18.5852,-16.0828,-37.5366
1496203942.6504058838,1496203942.6526958942, -0.7507, -0.4795, -0.1431, 18.5852,-16.0828,-37.5366
1496203942.6527740955,1496203942.6550569534, -0.7507, -0.4795, -0.1431, 18.5852,-16.0828,-37.5366
1496203942.6551339626,1496203942.6574189663, -0.8452, -0.4387, -0.0225, 12.2833,-17.2424,-30.8075
1496203942.6574969292,1496203942.6598999500, -0.8452, -0.4387, -0.0225, 12.2833,-17.2424,-30.8075
1496203942.6599791050,1496203942.6622679234, -0.8452, -0.4387, -0.0225, 12.2833,-17.2424,-30.8075
1496203942.6623480320,1496203942.6646399498, -0.8452, -0.4387, -0.0225, 12.2833,-17.2424,-30.8075
1496203942.6647191048,1496203942.6670010090, -0.8452, -0.4387, -0.0225,  0.5646,-21.5149,-25.3601
1496203942.6670780182,1496203942.6695249081, -0.8452, -0.4387, -0.0225,  2.2583,-21.5149,-25.3601
1496203942.6696031094,1496203942.6720170975, -0.8452, -0.4387, -0.0225,  2.2583,-21.5149,-25.3601
1496203942.6720941067,1496203942.6744990349, -0.8452, -0.4387, -0.0225,  2.2583,-21.5149,-25.3601
1496203942.6745760441,1496203942.6769800186, -0.7256, -0.2178, -0.0710,  2.2583,-21.5149,-17.3187
1496203942.6770560741,1496203942.6794819832, -0.7256, -0.2178, -0.0710, -4.8981,-21.2708,-17.3187
1496203942.6795589924,1496203942.6819698811, -0.7256, -0.2178, -0.0710, -4.8981,-21.2708,-17.3187
1496203942.6820468903,1496203942.6844620705, -0.7256, -0.2178, -0.0710, -4.8981,-21.2708,-17.3187
1496203942.6845390797,1496203942.6869471073, -0.7256, -0.2178, -0.0710, -4.8981,-21.2708,-17.3187
1496203942.6870241165,1496203942.6894180775, -0.7256, -0.2178, -0.0710,-10.6812,-19.5618,-12.2070
1496203942.6894969940,1496203942.6917870045, -0.7256, -0.2178, -0.0710,-10.6812,-19.5618,-12.2070
1496203942.6918659210,1496203942.6941471100, -0.7256, -0.2178, -0.0710,-10.6812,-19.5618,-12.2070
1496203942.6942260265,1496203942.6965100765, -0.6631, -0.3987, -0.0815,-10.6812,-19.5618,-12.2070
1496203942.6965880394,1496203942.6988790035, -0.6746, -0.3987, -0.0815,-23.5901,-16.7084,-10.6049
1496203942.6989569664,1496203942.7012460232, -0.6746, -0.3987, -0.0815,-23.5901,-16.7084,-10.6049
1496203942.7013239861,1496203942.7036099434, -0.6746, -0.3987, -0.0815,-23.5901,-16.7084,-10.6049
1496203942.7036890984,1496203942.7059760094, -0.6746, -0.3987, -0.0815,-23.5901,-16.7084,-10.6049
1496203942.7060549259,1496203942.7083330154, -0.6746, -0.3987, -0.0815,-23.5901,-16.7084,-10.6049
1496203942.7084100246,1496203942.7108418941, -0.6746, -0.3987, -0.0815,-35.0037,-13.7939, -6.7291
1496203942.7109189034,1496203942.7133259773, -0.6746, -0.3987, -0.0815,-35.0037,-13.7939, -6.7291
1496203942.7134029865,1496203942.7158100605, -0.6746, -0.3987, -0.1440,-35.0037,-13.7939, -6.7291
1496203942.7158861160,1496203942.7182979584, -0.5806, -0.4871, -0.1384,-35.0037,-13.7939, -6.7291
1496203942.7183740139,1496203942.7207939625, -0.5806, -0.4871, -0.1384,-41.1987,-10.8948,  1.8616
1496203942.7208700180,1496203942.7232830524, -0.5806, -0.4871, -0.1384,-41.1987,-10.8948,  1.8616
1496203942.7233579159,1496203942.7259380817, -0.5806, -0.4871, -0.1384,-41.1987,-10.8948,  1.8616
1496203942.7260150909,1496203942.7284109592, -0.5806, -0.4871, -0.1384,-41.1987,-10.8948,  1.8616
1496203942.7284870148,1496203942.7312140465, -0.5806, -0.4871, -0.1384,-42.3584, -7.1259, 10.6049
1496203942.7312920094,1496203942.7337019444, -0.5806, -0.4871, -0.1384,-42.3584, -7.1259, 10.6049
1496203942.7337789536,1496203942.7361919880, -0.5806, -0.4871, -0.1687,-42.3584, -7.1259, 10.6049
1496203942.7362689972,1496203942.7386779785, -0.5613, -0.4985, -0.1687,-42.3584, -7.1259, 10.6049
1496203942.7388079166,1496203942.7410988808, -0.5613, -0.4985, -0.1687,-38.3911, -4.0436, 17.4866
1496203942.7411758900,1496203942.7434699535, -0.5613, -0.4985, -0.1687,-38.3911, -4.0436, 17.4866
1496203942.7435460091,1496203942.7458310127, -0.5613, -0.4985, -0.1687,-38.3911, -4.0436, 17.4866
1496203942.7460150719,1496203942.7483019829, -0.5613, -0.4985, -0.1687,-38.3911, -4.0436, 17.4866
1496203942.7483780384,1496203942.7508180141, -0.5613, -0.4985, -0.1687,-38.3911, -4.0436, 25.2991
1496203942.7508950233,1496203942.7533009052, -0.5613, -0.4985, -0.1687,-33.2184, -1.3885, 23.7274
1496203942.7533779144,1496203942.7557909489, -0.5613, -0.4985, -0.2312,-33.2184, -1.3885, 23.7274
1496203942.7558670044,1496203942.7582681179, -0.5896, -0.5000, -0.1980,-33.2184, -1.3885, 23.7274
1496203942.7583439350,1496203942.7606880665, -0.5896, -0.5000, -0.1980,-33.2184, -1.3885, 23.7274
1496203942.7607638836,1496203942.7630519867, -0.5896, -0.5000, -0.1980,-29.7241,  1.2665, 29.2816
1496203942.7631289959,1496203942.7654130459, -0.5896, -0.5000, -0.1980,-29.7241,  1.2665, 29.2816
1496203942.7654891014,1496203942.7677750587, -0.5896, -0.5000, -0.1980,-29.7241,  1.2665, 29.2816
1496203942.7678520679,1496203942.7701580524, -0.5896, -0.5000, -0.1980,-29.7241,  1.2665, 29.2816
1496203942.7702341080,1496203942.7725179195, -0.5896, -0.5000, -0.1980,-29.7241,  3.3417, 33.7067
1496203942.7725949287,1496203942.7748858929, -0.5896, -0.5000, -0.1980,-26.0315,  3.3417, 33.7067
1496203942.7749629021,1496203942.7772490978, -0.6287, -0.6208, -0.1885,-26.0315,  3.3417, 33.7067
1496203942.7773249149,1496203942.7798149586, -0.6287, -0.6208, -0.1885,-26.0315,  3.3417, 33.7067
1496203942.7798929214,1496203942.7821810246, -0.6287, -0.6208, -0.1885,-26.0315,  3.3417, 33.7067
1496203942.7822580338,1496203942.7845408916, -0.6287, -0.6208, -0.1885,-23.1171,  5.6152, 38.7115
1496203942.7846179008,1496203942.7869040966, -0.6287, -0.6208, -0.1885,-23.1171,  5.6152, 38.7115
1496203942.7869811058,1496203942.7893939018, -0.6287, -0.6208, -0.1885,-23.1171,  5.6152, 38.7115
1496203942.7894709110,1496203942.7917580605, -0.6287, -0.6208, -0.1885,-23.1171,  5.6152, 38.7115
1496203942.7918360233,1496203942.7941250801, -0.6287, -0.6208, -0.1885,-20.7520,  7.6904, 43.0756
1496203942.7942008972,1496203942.7964870930, -0.6287, -0.5405, -0.1228,-20.7520,  7.6904, 43.0756
1496203942.7965650558,1496203942.7988679409, -0.6721, -0.5405, -0.1228,-20.7520,  7.6904, 43.0756
1496203942.7989439964,1496203942.8013598919, -0.6721, -0.5405, -0.1228,-20.7520,  7.6904, 43.0756
1496203942.8014369011,1496203942.8038458824, -0.6721, -0.5405, -0.1228,-20.7520,  7.6904, 46.8292
1496203942.8039228916,1496203942.8063280582, -0.6721, -0.5405, -0.1228,-18.0359,  8.5754, 46.8292
1496203942.8064041138,1496203942.8088309765, -0.6721, -0.5405, -0.1228,-18.0359,  8.5754, 46.8292
1496203942.8089079857,1496203942.8113179207, -0.6721, -0.5405, -0.1228,-18.0359,  8.5754, 46.8292
1496203942.8113949299,1496203942.8138129711, -0.6721, -0.5405, -0.1228,-18.0359,  8.5754, 46.8292
1496203942.8138899803,1496203942.8163020611, -0.6721, -0.5405, -0.1260,-13.2446,  8.6060, 46.9818
1496203942.8163790703,1496203942.8187990189, -0.6997, -0.5325, -0.1260,-13.2446,  8.6060, 46.9818
1496203942.8188769817,1496203942.8211669922, -0.6997, -0.5325, -0.1260,-13.2446,  8.6060, 46.9818
1496203942.8212440014,1496203942.8235280514, -0.6997, -0.5325, -0.1260,-13.2446,  8.6060, 46.9818
1496203942.8236050606,1496203942.8258879185, -0.6997, -0.5325, -0.1260,-12.8021,  9.7351, 47.0886
1496203942.8259649277,1496203942.8282570839, -0.6997, -0.5325, -0.1260,-12.8021,  9.7351, 47.0886
1496203942.8283329010,1496203942.8307909966, -0.6997, -0.5325, -0.1260,-12.8021,  9.7351, 47.0886
1496203942.8308689594,1496203942.8332650661, -0.6997, -0.5325, -0.1260,-12.8021,  9.7351, 47.0886
1496203942.8333420753,1496203942.8357369900, -0.6997, -0.5325, -0.1260,-12.8021, 13.6414, 48.9349
1496203942.8358159065,1496203942.8382029533, -0.6990, -0.3982, -0.0669, -9.3689, 11.9934, 48.9349
1496203942.8382809162,1496203942.8406031132, -0.6990, -0.3982, -0.0669, -9.3689, 11.9934, 48.9349
1496203942.8406810760,1496203942.8429610729, -0.6990, -0.3982, -0.0669, -9.3689, 11.9934, 48.9349
1496203942.8430390358,1496203942.8453969955, -0.6990, -0.3982, -0.0669, -9.3689, 11.9934, 48.9349
1496203942.8454749584,1496203942.8477671146, -0.6990, -0.3982, -0.0669,  0.9155, 12.7106, 50.5066
1496203942.8479530811,1496203942.8508241177, -0.6990, -0.3982, -0.0669,  0.9155, 12.7106, 50.5066
1496203942.8509049416,1496203942.8533198833, -0.6990, -0.3982, -0.0669,  0.9155, 12.7106, 50.5066
1496203942.8533980846,1496203942.8558111191, -0.6990, -0.3982, -0.0669,  0.9155, 12.7106, 50.5066
1496203942.8558890820,1496203942.8582999706, -0.7214, -0.1472, -0.0591, 15.2435, 12.5122, 51.4679
1496203942.8583788872,1496203942.8608040810, -0.7214, -0.1472, -0.0591, 15.2435, 12.5122, 51.4679
1496203942.8608829975,1496203942.8632900715, -0.7214, -0.1472, -0.0591, 15.2435, 12.5122, 51.4679
1496203942.8633689880,1496203942.8657810688, -0.7214, -0.1472, -0.0591, 15.2435, 12.5122, 51.4679
1496203942.8658599854,1496203942.8682720661, -0.7214, -0.1472, -0.0591, 26.3977, 12.8479, 54.0619
1496203942.8683519363,1496203942.8707768917, -0.7214, -0.1472, -0.0591, 26.3977, 12.8479, 54.0619
1496203942.8708560467,1496203942.8732719421, -0.7214, -0.1472, -0.0591, 26.3977, 12.8479, 54.0619
1496203942.8733499050,1496203942.8757610321, -0.7214, -0.1472, -0.0591, 26.3977, 12.8479, 54.0619
1496203942.8758409023,1496203942.8782539368, -0.4800, -0.7239,  0.4717, 26.3977, 15.3046, 55.2368
1496203942.8783309460,1496203942.8806819916, -0.4800, -0.7239,  0.4717, 40.1611, 15.3046, 55.2368
1496203942.8807609081,1496203942.8830471039, -0.4800, -0.7239,  0.4717, 40.1611, 15.3046, 55.2368
1496203942.8831250668,1496203942.8854129314, -0.4800, -0.7239,  0.4717, 40.1611, 15.3046, 55.2368
1496203942.8854908943,1496203942.8877799511, -0.4800, -0.7239,  0.4717, 40.1611, 15.3046, 55.2368
1496203942.8878579140,1496203942.8901579380, -0.4800, -0.7239,  0.4717, 33.3405, 18.5089, 16.4185
1496203942.8902359009,1496203942.8925259113, -0.4800, -0.7239,  0.4717, 33.3405, 18.5089, 16.4185
1496203942.8926041126,1496203942.8948891163, -0.4800, -0.7239,  0.4717, 33.3405, 18.5089, 16.4185
1496203942.8949680328,1496203942.8972558975, -1.6721, -2.1206, -0.3538, 33.3405, 18.5089, 16.4185
