adfas,adf,sdf,awe,rtea,teaf,erte,ert
1496203945.9778161049,1496203945.9806380272, -0.3132,  0.2798,  0.0640, 33.3405,  4.1504, 36.2091
1496203945.9807169437,1496203945.9831299782, -0.3132,  0.2798,  0.0640, 33.3405,  4.1504, 36.2091
1496203945.9832079411,1496203945.9856159687, -0.3132,  0.2798,  0.0640, 34.8053,  6.9427, 48.6145
1496203945.9856929779,1496203945.9881050587, -0.3132,  0.2798,  0.0640, 34.8053,  6.9427, 48.6145
1496203945.9881830215,1496203945.9905960560, -0.3132,  0.2798,  0.0640, 34.8053,  6.9427, 48.6145
1496203945.9906740189,1496203945.9930860996, -0.3132,  0.2798,  0.0640, 34.8053,  6.9427, 48.6145
1496203945.9931631088,1496203945.9955809116, -0.3132,  0.2798,  0.0640, 34.8053,  6.9427, 48.4314
1496203945.9956579208,1496203945.9980669022, -0.3132,  0.2798,  0.0640, 52.5360,  5.1727, 48.4314
1496203945.9981439114,1496203946.0006020069, -0.2705, -1.6321,  0.3821, 52.5360,  5.1727, 48.4314
1496203946.0006799698,1496203946.0030899048, -0.2705, -1.6321,  0.3821, 52.5360,  5.1727, 48.4314
1496203946.0031659603,1496203946.0055708885, -0.2705, -1.6321,  0.3821, 52.5360,  5.1727, 48.4314
1496203946.0056478977,1496203946.0080590248, -0.2705, -1.6321,  0.3821,  7.1106,  8.8501, 13.7787
1496203946.0081338882,1496203946.0105090141, -0.2705, -1.6321,  0.3821,  7.1106,  8.8501, 13.7787
1496203946.0105829239,1496203946.0128700733, -0.2705, -1.6321,  0.3821,  7.1106,  8.8501, 13.7787
1496203946.0129430294,1496203946.0152349472, -0.2705, -1.6321,  0.3821,  7.1106,  8.8501, 13.7787
1496203946.0153079033,1496203946.0175900459, -0.2705, -1.6321,  0.3821,-121.6125, 30.6396, 32.8827
1496203946.0176689625,1496203946.0199658871, -1.8464, -1.3496, -0.3440,-121.6125, 30.6396, 32.8827
1496203946.0200450420,1496203946.0223290920, -1.8464, -1.3496, -0.3440,-121.6125, 30.6396, 32.8827
1496203946.0225400925,1496203946.0249290466, -1.8464, -1.3496, -0.3440,-121.6125, 30.6396, 32.8827
1496203946.0250070095,1496203946.0272951126, -1.8464, -1.3496, -0.3440,-121.6125, 18.9209, 51.9409
1496203946.0273730755,1496203946.0297050476, -1.8464, -1.3496, -0.3440,-69.7479, 16.4948, 51.9409
1496203946.0297830105,1496203946.0320711136, -1.8464, -1.3496, -0.3440,-69.7479, 16.4948, 51.9409
1496203946.0321478844,1496203946.0344409943, -1.8464, -1.3496, -0.3440,-69.7479, 16.4948, 51.9409
1496203946.0345180035,1496203946.0368208885, -1.8464, -1.3496, -0.3440,-69.7479, 16.4948, 51.9409
1496203946.0368990898,1496203946.0393030643, -1.5964,  1.1187, -1.2073,-22.9645, 46.5393, 80.0323
1496203946.0393788815,1496203946.0416669846, -1.6128,  1.1187, -1.2073,-22.9645, 46.5393, 80.0323
1496203946.0417430401,1496203946.0440309048, -1.6128,  1.1187, -1.2073,-22.9645, 46.5393, 80.0323
1496203946.0441060066,1496203946.0463941097, -1.6128,  1.1187, -1.2073,-22.9645, 46.5393, 80.0323
1496203946.0464689732,1496203946.0487949848, -1.6128,  1.1187, -1.2073, 31.7230, 69.1528,107.8644
1496203946.0488710403,1496203946.0512630939, -1.6128,  1.1187, -1.2073, 33.2489, 69.1528,107.8644
1496203946.0513389111,1496203946.0537750721, -1.6128,  1.1187, -1.2073, 33.2489, 69.1528,107.8644
1496203946.0538530350,1496203946.0562660694, -1.6128,  1.1187, -1.2073, 33.2489, 69.1528,107.8644
1496203946.0563418865,1496203946.0587940216, -1.6128,  1.1187, -0.5496, 33.2489, 69.1528, 65.9027
1496203946.0588719845,1496203946.0612859726, -2.2715,  0.1819, -0.5496, -2.1973, 55.0842, 65.9027
1496203946.0613620281,1496203946.0637650490, -2.2715,  0.1819, -0.5496, -2.1973, 55.0842, 65.9027
1496203946.0638420582,1496203946.0662500858, -2.2715,  0.1819, -0.5496, -2.1973, 55.0842, 65.9027
1496203946.0663259029,1496203946.0687310696, -2.2715,  0.1819, -0.5496, -2.1973, 55.0842, 65.9027
1496203946.0688500404,1496203946.0712599754, -2.2715,  0.1819, -0.5496,-44.4031, 44.0216, 40.8478
1496203946.0713379383,1496203946.0740160942, -2.2715,  0.1819, -0.5496,-44.4031, 44.0216, 40.8478
1496203946.0740969181,1496203946.0765039921, -2.2715,  0.1819, -0.5496,-44.4031, 44.0216, 40.8478
1496203946.0765841007,1496203946.0790081024, -2.2715, -0.1306,  0.1038,-44.4031, 44.0216, 40.8478
1496203946.0790879726,1496203946.0815000534, -1.7498, -0.1252,  0.1038,-21.8353, 35.5835, 36.0718
1496203946.0815789700,1496203946.0839910507, -1.7498, -0.1252,  0.1038,-21.8353, 35.5835, 36.0718
1496203946.0840699673,1496203946.0864820480, -1.7498, -0.1252,  0.1038,-21.8353, 35.5835, 36.0718
1496203946.0865609646,1496203946.0889680386, -1.7498, -0.1252,  0.1038,-21.8353, 35.5835, 36.0718
1496203946.0890469551,1496203946.0913319588, -1.7498, -0.1252,  0.1038,-24.9329, 26.9318, 28.3356
1496203946.0914111137,1496203946.0936999321, -1.7498, -0.1252,  0.1038,-24.9329, 26.9318, 28.3356
1496203946.0937778950,1496203946.0962119102, -1.7498, -0.1252,  0.1038,-24.9329, 26.9318, 28.3356
1496203946.0962910652,1496203946.0985889435, -1.7498, -0.1252,  0.3440,-24.9329, 26.9318, 28.3356
1496203946.0986680984,1496203946.1012370586, -1.2993, -0.1062,  0.3440,-24.9329, 26.9318, 21.0419
1496203946.1013169289,1496203946.1037299633, -1.2993, -0.1062,  0.3440,-41.1682, 18.1580, 21.0419
1496203946.1038100719,1496203946.1062200069, -1.2993, -0.1062,  0.3440,-41.1682, 18.1580, 21.0419
1496203946.1062989235,1496203946.1087019444, -1.2993, -0.1062,  0.3440,-41.1682, 18.1580, 21.0419
1496203946.1088349819,1496203946.1111230850, -1.2993, -0.1062,  0.3440,-41.1682, 18.1580, 21.0419
1496203946.1112020016,1496203946.1134879589, -1.2993, -0.1062,  0.3440,-39.8254, 15.3961, 16.6168
1496203946.1135671139,1496203946.1158540249, -1.2993, -0.1062,  0.3440,-39.8254, 15.3961, 16.6168
1496203946.1159319878,1496203946.1182179451, -1.2993, -0.1062,  0.3440,-39.8254, 15.3961, 16.6168
1496203946.1182959080,1496203946.1206719875, -1.1921, -0.2822, -0.1211,-39.8254, 15.3961, 16.6168
1496203946.1207509041,1496203946.1230440140, -1.1921, -0.2822, -0.1211,-37.5519, 15.8234, 17.1204
1496203946.1231229305,1496203946.1254069805, -1.1921, -0.2822, -0.1211,-37.5519, 15.8234, 17.1204
1496203946.1256079674,1496203946.1278960705, -1.1921, -0.2822, -0.1211,-37.5519, 15.8234, 17.1204
1496203946.1279749870,1496203946.1304159164, -1.1921, -0.2822, -0.1211,-37.5519, 15.8234, 17.1204
1496203946.1304960251,1496203946.1327829361, -1.1921, -0.2822, -0.1211,-37.5519, 15.8234, 17.6697
1496203946.1328608990,1496203946.1351490021, -1.1921, -0.2822, -0.1211,-24.7955, 12.5885, 17.6697
1496203946.1352269650,1496203946.1375169754, -1.1921, -0.2822, -0.1211,-24.7955, 12.5885, 17.6697
1496203946.1375949383,1496203946.1399319172, -1.3730, -0.2559, -0.3201,-24.7955, 12.5885, 17.6697
1496203946.1400101185,1496203946.1422989368, -1.3730, -0.2559, -0.3201,-24.7955, 12.5885, 17.6697
1496203946.1423768997,1496203946.1446630955, -1.3730, -0.2559, -0.3201,-17.1051, 12.4359, 14.7705
1496203946.1447410583,1496203946.1470279694, -1.3730, -0.2559, -0.3201,-17.1051, 12.4359, 14.7705
1496203946.1471049786,1496203946.1495029926, -1.3730, -0.2559, -0.3201,-17.1051, 12.4359, 14.7705
1496203946.1495809555,1496203946.1518709660, -1.3730, -0.2559, -0.3201,-17.1051, 12.4359, 14.7705
1496203946.1519498825,1496203946.1542329788, -1.3730, -0.2559, -0.3201,-17.1051, 12.4359, 11.9781
1496203946.1543109417,1496203946.1565999985, -1.3730, -0.2559, -0.3201,-14.0076, 13.7939, 11.9781
1496203946.1566770077,1496203946.1591150761, -1.3730, -0.1934, -0.2781,-14.0076, 13.7939, 11.9781
1496203946.1591930389,1496203946.1615951061, -1.2112, -0.2346, -0.2781,-14.0076, 13.7939, 11.9781
1496203946.1616740227,1496203946.1640820503, -1.2112, -0.2346, -0.2781,-14.0076, 13.7939, 11.9781
1496203946.1641600132,1496203946.1665658951, -1.2112, -0.2346, -0.2781,-12.2375, 14.4348,  7.9346
1496203946.1666419506,1496203946.1690630913, -1.2112, -0.2346, -0.2781,-12.2375, 14.4348,  7.9346
1496203946.1691389084,1496203946.1715490818, -1.2112, -0.2346, -0.2781,-12.2375, 14.4348,  7.9346
1496203946.1716239452,1496203946.1740260124, -1.2112, -0.2346, -0.2781,-12.2375, 14.4348,  7.9346
1496203946.1741011143,1496203946.1765120029, -1.2112, -0.2346, -0.2781,-11.5967, 13.0157,  4.1504
1496203946.1765880585,1496203946.1790060997, -1.2112, -0.2346, -0.2947,-11.5967, 13.0157,  4.1504
1496203946.1790809631,1496203946.1814939976, -1.2185, -0.2439, -0.2947,-11.5967, 13.0157,  4.1504
1496203946.1815700531,1496203946.1839759350, -1.2185, -0.2439, -0.2947,-11.5967, 13.0157,  4.1504
1496203946.1840519905,1496203946.1864590645, -1.2185, -0.2439, -0.2947,-11.3983, 11.4594,  2.7466
1496203946.1865339279,1496203946.1889750957, -1.2185, -0.2439, -0.2947,-11.3983, 11.4594,  2.7466
1496203946.1890509129,1496203946.1913390160, -1.2185, -0.2439, -0.2947,-11.3983, 11.4594,  2.7466
1496203946.1914150715,1496203946.1936929226, -1.2185, -0.2439, -0.2947,-11.3983, 11.4594,  2.7466
1496203946.1937670708,1496203946.1960480213, -1.2185, -0.2439, -0.2947,-11.3983, 11.4594,  6.6528
1496203946.1961228848,1496203946.1984050274, -1.2185, -0.2439, -0.2947, -8.9264, 10.2234,  4.1351
1496203946.1984779835,1496203946.2008299828, -1.1006, -0.3125, -0.2979, -8.9264, 10.2234,  4.1351
1496203946.2009038925,1496203946.2031939030, -1.1006, -0.3125, -0.2979, -8.9264, 10.2234,  4.1351
1496203946.2032680511,1496203946.2055499554, -1.1006, -0.3125, -0.2979, -8.9264, 10.2234,  4.1351
1496203946.2056229115,1496203946.2079119682, -1.1006, -0.3125, -0.2979, -6.1188,  9.3384,  7.2327
1496203946.2079811096,1496203946.2104139328, -1.1006, -0.3125, -0.2979, -6.1188,  9.3384,  7.2327
1496203946.2104840279,1496203946.2128829956, -1.1006, -0.3125, -0.2979, -6.1188,  9.3384,  7.2327
1496203946.2129530907,1496203946.2153699398, -1.1006, -0.3125, -0.2979, -6.1188,  9.3384,  7.2327
1496203946.2154409885,1496203946.2178390026, -1.1006, -0.3125, -0.2979, -6.1188,  8.2092, 10.0861
1496203946.2179129124,1496203946.2206239700, -1.0903, -0.2905, -0.3074, -3.7537,  8.2092, 10.0861
1496203946.2206990719,1496203946.2231059074, -1.0903, -0.2905, -0.3074, -3.7537,  8.2092, 10.0861
1496203946.2231810093,1496203946.2255899906, -1.0903, -0.2905, -0.3074, -3.7537,  8.2092, 10.0861
1496203946.2256639004,1496203946.2280740738, -1.0903, -0.2905, -0.3074, -3.7537,  8.2092, 11.5814
1496203946.2282550335,1496203946.2306809425, -1.0903, -0.2905, -0.3074, -1.4801,  6.0730, 11.5814
1496203946.2307538986,1496203946.2331631184, -1.0903, -0.2905, -0.3074, -1.4801,  6.0730, 11.5814
1496203946.2332360744,1496203946.2356479168, -1.0903, -0.2905, -0.3074, -1.4801,  6.0730, 11.5814
1496203946.2357211113,1496203946.2381310463, -1.0903, -0.2905, -0.3074, -1.4801,  6.0730, 11.5814
1496203946.2382030487,1496203946.2406229973, -1.0803, -0.2883, -0.2600, -0.1526,  4.1046, 13.4583
1496203946.2406969070,1496203946.2430999279, -1.0803, -0.2883, -0.2600, -0.1526,  4.1046, 13.4583
1496203946.2431740761,1496203946.2455840111, -1.0803, -0.2883, -0.2600, -0.1526,  4.1046, 13.4583
1496203946.2456569672,1496203946.2480669022, -1.0803, -0.2883, -0.2600, -0.1526,  4.1046, 13.4583
1496203946.2481410503,1496203946.2505030632, -1.0803, -0.2883, -0.2600,  0.3052,  2.8534, 14.6332
1496203946.2505779266,1496203946.2528638840, -1.0803, -0.2883, -0.2600,  0.3052,  2.8534, 14.6332
1496203946.2529380322,1496203946.2552258968, -1.0803, -0.2883, -0.2600,  0.3052,  2.8534, 14.6332
1496203946.2553000450,1496203946.2575850487, -1.0803, -0.2883, -0.2600,  0.3052,  2.8534, 14.6332
1496203946.2576589584,1496203946.2599699497, -1.1016, -0.2761, -0.2395,  0.3052,  2.6550, 15.2283
1496203946.2600429058,1496203946.2623300552, -1.1016, -0.2761, -0.2395,  0.6866,  2.6550, 15.2283
1496203946.2624039650,1496203946.2646880150, -1.1016, -0.2761, -0.2395,  0.6866,  2.6550, 15.2283
1496203946.2647609711,1496203946.2670500278, -1.1016, -0.2761, -0.2395,  0.6866,  2.6550, 15.2283
1496203946.2671229839,1496203946.2695360184, -1.1016, -0.2761, -0.2395,  0.6866,  2.6550, 15.2283
1496203946.2696099281,1496203946.2718980312, -1.1016, -0.2761, -0.2395,  1.1139,  3.5553, 15.2435
1496203946.2719700336,1496203946.2742569447, -1.1016, -0.2761, -0.2395,  1.1139,  3.5553, 15.2435
1496203946.2743289471,1496203946.2766160965, -1.1016, -0.2761, -0.2395,  1.1139,  3.5553, 15.2435
1496203946.2766880989,1496203946.2791199684, -1.1016, -0.2761, -0.2590,  1.1139,  3.5553, 15.2435
1496203946.2791929245,1496203946.2816030979, -1.1018, -0.2791, -0.2590,  1.7853,  3.6163, 16.0980
1496203946.2816770077,1496203946.2840878963, -1.1018, -0.2791, -0.2590,  1.7853,  3.6163, 16.0980
1496203946.2841610909,1496203946.2865738869, -1.1018, -0.2791, -0.2590,  1.7853,  3.6163, 16.0980
1496203946.2866470814,1496203946.2890629768, -1.1018, -0.2791, -0.2590,  1.7853,  3.6163, 16.0980
1496203946.2891359329,1496203946.2914240360, -1.1018, -0.2791, -0.2590,  1.7853,  3.6163, 16.7542
1496203946.2914969921,1496203946.2937829494, -1.1018, -0.2791, -0.2590,  3.4180,  3.7231, 16.7542
1496203946.2938559055,1496203946.2961440086, -1.1018, -0.2791, -0.2590,  3.4180,  3.7231, 16.7542
1496203946.2962169647,1496203946.2985029221, -1.1018, -0.2791, -0.1965,  3.4180,  3.7231, 16.7542
1496203946.2985749245,1496203946.3010129929, -1.1106, -0.2339, -0.2471,  3.4180,  3.7231, 16.7542
1496203946.3010880947,1496203946.3034930229, -1.1106, -0.2339, -0.2471,  4.7607,  3.2959, 16.2354
1496203946.3035659790,1496203946.3059799671, -1.1106, -0.2339, -0.2471,  4.7607,  3.2959, 16.2354
1496203946.3060519695,1496203946.3084559441, -1.1106, -0.2339, -0.2471,  4.7607,  3.2959, 16.2354
1496203946.3085289001,1496203946.3108639717, -1.1106, -0.2339, -0.2471,  4.7607,  3.2959, 16.2354
1496203946.3109369278,1496203946.3132190704, -1.1106, -0.2339, -0.2471,  6.0883,  3.1586, 16.1896
1496203946.3132929802,1496203946.3155770302, -1.1106, -0.2339, -0.2471,  6.0883,  3.1586, 16.1896
1496203946.3156509399,1496203946.3179349899, -1.1106, -0.2339, -0.2471,  6.0883,  3.1586, 16.1896
1496203946.3180069923,1496203946.3204329014, -1.1104, -0.2002, -0.2559,  6.0883,  3.1586, 16.1896
1496203946.3205070496,1496203946.3229129314, -1.1104, -0.2002, -0.2559,  6.0883,  3.1586, 15.3656
1496203946.3229858875,1496203946.3253929615, -1.1104, -0.2002, -0.2559,  7.5378,  2.9907, 15.3656
1496203946.3254659176,1496203946.3278698921, -1.1104, -0.2002, -0.2559,  7.5378,  2.9907, 15.3656
1496203946.3279430866,1496203946.3304529190, -1.1104, -0.2002, -0.2559,  7.5378,  2.9907, 15.3656
1496203946.3306341171,1496203946.3330070972, -1.1104, -0.2002, -0.2559,  7.5378,  2.9907, 15.3656
1496203946.3330800533,1496203946.3356750011, -1.1104, -0.2002, -0.2559,  8.6975,  2.0294, 13.0463
1496203946.3357510567,1496203946.3381519318, -1.1104, -0.2002, -0.2559,  8.6975,  2.0294, 13.0463
1496203946.3382279873,1496203946.3409628868, -1.1067, -0.1763, -0.2546,  8.6975,  2.0294, 13.0463
1496203946.3410389423,1496203946.3433229923, -1.1067, -0.1763, -0.2546,  8.6975,  2.0294, 13.0463
1496203946.3433969021,1496203946.3456840515, -1.1067, -0.1763, -0.2546, 10.2234,  1.7700, 10.8032
1496203946.3457610607,1496203946.3480420113, -1.1067, -0.1763, -0.2546, 10.2234,  1.7700, 10.8032
1496203946.3481180668,1496203946.3504951000, -1.1067, -0.1763, -0.2546, 10.2234,  1.7700, 10.8032
1496203946.3505709171,1496203946.3529798985, -1.1067, -0.1763, -0.2546, 10.2234,  1.7700, 10.8032
1496203946.3530559540,1496203946.3554599285, -1.1067, -0.1763, -0.2546, 14.1296,  1.2360,  7.7667
1496203946.3555319309,1496203946.3579359055, -1.1067, -0.1763, -0.2546, 12.7258,  1.2360,  7.7667
1496203946.3580091000,1496203946.3604240417, -1.1313, -0.1575, -0.2571, 12.7258,  1.2360,  7.7667
1496203946.3604960442,1496203946.3629050255, -1.1313, -0.1575, -0.2571, 12.7258,  1.2360,  7.7667
1496203946.3629779816,1496203946.3653860092, -1.1313, -0.1575, -0.2571, 12.7258,  1.2360,  4.0741
1496203946.3654599190,1496203946.3678719997, -1.1313, -0.1575, -0.2571, 14.9994,  0.9155,  4.0741
1496203946.3679459095,1496203946.3703091145, -1.1313, -0.1575, -0.2571, 14.9994,  0.9155,  4.0741
1496203946.3703830242,1496203946.3726630211, -1.1313, -0.1575, -0.2571, 14.9994,  0.9155,  4.0741
1496203946.3727378845,1496203946.3750209808, -1.1313, -0.1575, -0.2571, 14.9994,  0.9155,  4.0741
1496203946.3750948906,1496203946.3773810863, -1.1313, -0.1575, -0.2571, 15.9302,  0.3204, -0.1221
1496203946.3774569035,1496203946.3797740936, -1.1846, -0.1147, -0.1868, 15.9302,  0.3204, -0.1221
1496203946.3798499107,1496203946.3821339607, -1.1846, -0.1147, -0.1868, 15.9302,  0.3204, -0.1221
1496203946.3822081089,1496203946.3844978809, -1.1846, -0.1147, -0.1868, 15.9302,  0.3204, -0.1221
1496203946.3845729828,1496203946.3868589401, -1.1846, -0.1147, -0.1868, 15.9302, -1.7700, -4.8065
1496203946.3869330883,1496203946.3893089294, -1.1846, -0.1147, -0.1868, 17.1051, -1.7700, -4.8065
1496203946.3893840313,1496203946.3916699886, -1.1846, -0.1147, -0.1868, 17.1051, -1.7700, -4.8065
1496203946.3917438984,1496203946.3940279484, -1.1846, -0.1147, -0.1868, 17.1051, -1.7700, -4.8065
1496203946.3941009045,1496203946.3963871002, -1.1846, -0.1147, -0.1868, 17.1051, -1.7700, -4.8065
1496203946.3964610100,1496203946.3989009857, -1.1846, -0.1147, -0.1423, 18.8446, -2.9602,-13.3362
1496203946.3989779949,1496203946.4013900757, -1.1992, -0.0869, -0.1423, 18.8446, -2.9602,-13.3362
1496203946.4014670849,1496203946.4038779736, -1.1992, -0.0869, -0.1423, 18.8446, -2.9602,-13.3362
1496203946.4039540291,1496203946.4063680172, -1.1992, -0.0869, -0.1423, 18.8446, -2.9602,-13.3362
1496203946.4064431190,1496203946.4088649750, -1.1992, -0.0869, -0.1423, 21.9269, -3.2654,-21.3165
1496203946.4089419842,1496203946.4113519192, -1.1992, -0.0869, -0.1423, 21.9269, -3.2654,-21.3165
1496203946.4114279747,1496203946.4138369560, -1.1992, -0.0869, -0.1423, 21.9269, -3.2654,-21.3165
1496203946.4139139652,1496203946.4163179398, -1.1992, -0.0869, -0.1423, 21.9269, -3.2654,-21.3165
1496203946.4163939953,1496203946.4188120365, -1.1992, -0.0869, -0.2048, 21.9269, -4.3945,-29.3732
1496203946.4188890457,1496203946.4212958813, -1.4353, -0.0056, -0.2195, 23.2239, -4.3945,-29.3732
1496203946.4213728905,1496203946.4237790108, -1.4353, -0.0056, -0.2195, 23.2239, -4.3945,-29.3732
1496203946.4238560200,1496203946.4262630939, -1.4353, -0.0056, -0.2195, 23.2239, -4.3945,-29.3732
1496203946.4263401031,1496203946.4287989140, -1.4353, -0.0056, -0.2195, 23.2239, -4.3945,-39.3677
1496203946.4288759232,1496203946.4311630726, -1.4353, -0.0056, -0.2195, 22.7966, -6.1951,-39.3677
1496203946.4313499928,1496203946.4336390495, -1.4353, -0.0056, -0.2195, 22.7966, -6.1951,-39.3677
1496203946.4337160587,1496203946.4359970093, -1.4353, -0.0056, -0.2195, 22.7966, -6.1951,-39.3677
1496203946.4360740185,1496203946.4383540154, -1.4353, -0.0056, -0.2195, 22.7966, -6.1951,-39.3677
1496203946.4384310246,1496203946.4407339096, -1.8257,  0.0229, -0.2378, 24.7040, -8.9569,-46.8445
1496203946.4408109188,1496203946.4430909157, -1.8257,  0.0229, -0.2378, 24.7040, -8.9569,-46.8445
1496203946.4431691170,1496203946.4454529285, -1.8257,  0.0229, -0.2378, 24.7040, -8.9569,-46.8445
1496203946.4455299377,1496203946.4478120804, -1.8257,  0.0229, -0.2378, 24.7040, -8.9569,-46.8445
1496203946.4478890896,1496203946.4502658844, -1.8257,  0.0229, -0.2378, 24.7040,-13.3514,-54.4128
1496203946.4503459930,1496203946.4527559280, -1.8257,  0.0229, -0.2378, 37.9639,-13.3514,-54.4128
1496203946.4528338909,1496203946.4553890228, -1.8257,  0.0229, -0.2378, 37.9639,-13.3514,-54.4128
1496203946.4554779530,1496203946.4578869343, -1.8257,  0.0229, -0.2378, 37.9639,-13.3514,-54.4128
1496203946.4579670429,1496203946.4607839584, -2.0791,  0.1675, -0.2419, 37.9639,-17.2577,-68.1458
1496203946.4608650208,1496203946.4632730484, -2.0791,  0.1675, -0.2419, 54.7180,-18.0206,-68.1458
1496203946.4633529186,1496203946.4657649994, -2.0791,  0.1675, -0.2419, 54.7180,-18.0206,-68.1458
1496203946.4658451080,1496203946.4682559967, -2.0791,  0.1675, -0.2419, 54.7180,-18.0206,-68.1458
1496203946.4683349133,1496203946.4707899094, -2.0791,  0.1675, -0.2419, 54.7180,-18.0206,-83.7708
1496203946.4708690643,1496203946.4732809067, -2.0791,  0.1675, -0.2419, 54.4739,-20.9808,-82.4890
1496203946.4733591080,1496203946.4757680893, -2.0791,  0.1675, -0.2419, 54.4739,-20.9808,-82.4890
1496203946.4758479595,1496203946.4782559872, -2.0791,  0.1675, -0.2419, 54.4739,-20.9808,-82.4890
1496203946.4783349037,1496203946.4807889462, -1.8889,  0.4634, -0.3579, 54.4739,-20.9808,-82.4890
1496203946.4808681011,1496203946.4832739830, -1.8889,  0.4634, -0.3579, 36.1328,-24.0631,-91.1255
1496203946.4833528996,1496203946.4857690334, -1.8889,  0.4634, -0.3579, 36.1328,-24.0631,-91.1255
1496203946.4858469963,1496203946.4882578850, -1.8889,  0.4634, -0.3579, 36.1328,-24.0631,-91.1255
1496203946.4883360863,1496203946.4906849861, -1.8889,  0.4634, -0.3579, 36.1328,-24.0631,-91.1255
1496203946.4907629490,1496203946.4930510521, -1.8889,  0.4634, -0.3579, 12.9547,-25.4059,-97.5952
1496203946.4931299686,1496203946.4954140186, -1.8889,  0.4634, -0.3579, 12.9547,-25.4059,-97.5952
1496203946.4954919815,1496203946.4977788925, -1.8889,  0.4634, -0.3579, 12.9547,-25.4059,-97.5952
1496203946.4978570938,1496203946.5001590252, -1.1277,  0.1812, -0.3540, 12.9547,-25.4059,-97.5952
1496203946.5002369881,1496203946.5025238991, -1.1277,  0.1812, -0.3540, 12.9547,-25.4059,-101.5015
1496203946.5026030540,1496203946.5048871040, -1.1277,  0.1812, -0.3540,-11.0474,-23.1476,-101.4709
1496203946.5049650669,1496203946.5072550774, -1.1277,  0.1812, -0.3540,-11.0474,-23.1476,-101.4709
1496203946.5073330402,1496203946.5097270012, -1.1277,  0.1812, -0.3540,-11.0474,-23.1476,-101.4709
1496203946.5098059177,1496203946.5120940208, -1.1277,  0.1812, -0.3540,-11.0474,-23.1476,-101.4709
1496203946.5121719837,1496203946.5144579411, -1.1277,  0.1812, -0.3540,-38.2385,-19.0125,-98.1445
1496203946.5145370960,1496203946.5168209076, -1.1277,  0.1812, -0.3540,-38.2385,-19.0125,-98.1445
1496203946.5168979168,1496203946.5193240643, -1.1277, -0.6313, -0.2622,-38.2385,-19.0125,-98.1445
1496203946.5194029808,1496203946.5218091011, -0.6499, -0.6436, -0.2622,-38.2385,-19.0125,-98.1445
1496203946.5218870640,1496203946.5242919922, -0.6499, -0.6436, -0.2622,-38.2385,-16.7389,-89.2639
1496203946.5243699551,1496203946.5267770290, -0.6499, -0.6436, -0.2622,-53.8025,-16.7389,-89.2639
1496203946.5268559456,1496203946.5292749405, -0.6499, -0.6436, -0.2622,-53.8025,-16.7389,-89.2639
1496203946.5293529034,1496203946.5317599773, -0.6499, -0.6436, -0.2622,-53.8025,-16.7389,-89.2639
1496203946.5318369865,1496203946.5342400074, -0.6499, -0.6436, -0.2622,-53.8025,-16.7389,-77.5452
1496203946.5344340801,1496203946.5368459225, -0.6499, -0.6436, -0.2622,-59.8297,-19.1650,-77.0416
1496203946.5369250774,1496203946.5393490791, -0.6499, -1.1436, -0.0420,-59.8297,-19.1650,-77.0416
1496203946.5394270420,1496203946.5417170525, -0.5867, -1.1555, -0.0420,-59.8297,-19.1650,-77.0416
1496203946.5417959690,1496203946.5440831184, -0.5867, -1.1555, -0.0420,-59.8297,-19.1650,-77.0416
1496203946.5441610813,1496203946.5464510918, -0.5867, -1.1555, -0.0420,-52.0477,-24.3225,-55.5420
1496203946.5465281010,1496203946.5488269329, -0.5867, -1.1555, -0.0420,-52.0477,-24.3225,-55.5420
1496203946.5489060879,1496203946.5511879921, -0.5867, -1.1555, -0.0420,-52.0477,-24.3225,-55.5420
1496203946.5512659550,1496203946.5535480976, -0.5867, -1.1555, -0.0420,-52.0477,-24.3225,-55.5420
1496203946.5536260605,1496203946.5559070110, -0.5867, -1.1555, -0.0420,-52.0477,-25.3754,-33.7372
1496203946.5559840202,1496203946.5582718849, -0.5867, -1.1555, -0.0420,-27.8625,-25.3754,-33.7372
1496203946.5583500862,1496203946.5608088970, -0.6626, -0.9368, -0.1450,-27.8625,-25.3754,-33.7372
1496203946.5608859062,1496203946.5632970333, -0.6626, -0.9368, -0.1450,-27.8625,-25.3754,-33.7372
1496203946.5633740425,1496203946.5657839775, -0.6626, -0.9368, -0.1450,-27.8625,-25.3754,-25.9247
1496203946.5658619404,1496203946.5682730675, -0.6626, -0.9368, -0.1450, -7.3700,-23.8495,-26.4893
1496203946.5683488846,1496203946.5708050728, -0.6626, -0.9368, -0.1450, -7.3700,-23.8495,-26.4893
1496203946.5708820820,1496203946.5732879639, -0.6626, -0.9368, -0.1450, -7.3700,-23.8495,-26.4893
1496203946.5733640194,1496203946.5760049820, -0.6626, -0.9368, -0.1450, -7.3700,-23.8495,-26.4893
1496203946.5760829449,1496203946.5784840584, -0.6626, -0.9368, -0.1450, -4.3182,-24.8108,-20.9961
1496203946.5785610676,1496203946.5812959671, -0.6699, -0.6138, -0.1338, -4.3182,-24.8108,-20.9961
1496203946.5813739300,1496203946.5837819576, -0.6699, -0.6138, -0.1338, -4.3182,-24.8108,-20.9961
1496203946.5838580132,1496203946.5862679482, -0.6699, -0.6138, -0.1338, -4.3182,-24.8108,-20.9961
1496203946.5863440037,1496203946.5887920856, -0.6699, -0.6138, -0.1338, -8.5907,-25.7111,-15.0909
