1496711980.9955360889,1496711981.0065019131, -1.1453,  0.0925, -0.0974, -3.9673, -0.9308, -5.2795
1496711981.0066590309,1496711981.0090210438, -1.1453,  0.0925, -0.0974, -3.9673, -0.9308, -5.2795
1496711981.0090930462,1496711981.0117180347, -1.1453,  0.0925, -0.0974, -3.9673, -0.9308, -5.2795
1496711981.0117909908,1496711981.0143859386, -1.1521,  0.1140, -0.1016, -3.9673, -1.2054, -5.0507
1496711981.0144650936,1496711981.0167460442, -1.1521,  0.1140, -0.1016, -3.6316, -1.2054, -5.0507
1496711981.0168180466,1496711981.0193340778, -1.1521,  0.1140, -0.1016, -3.6316, -1.2054, -5.0507
1496711981.0194060802,1496711981.0216848850, -1.1521,  0.1140, -0.1016, -3.6316, -1.2054, -5.0507
1496711981.0217549801,1496711981.0241169930, -1.1521,  0.1140, -0.1016, -3.6316, -1.2054, -5.0507
1496711981.0241880417,1496711981.0264720917, -1.1521,  0.1140, -0.1016, -3.7537, -0.8087, -5.0812
1496711981.0265429020,1496711981.0288219452, -1.1521,  0.1140, -0.1016, -3.7537, -0.8087, -5.0812
1496711981.0288929939,1496711981.0311710835, -1.1521,  0.1140, -0.1016, -3.7537, -0.8087, -5.0812
1496711981.0312430859,1496711981.0335330963, -1.1592,  0.1006, -0.1106, -3.7537, -0.8087, -5.0812
1496711981.0336039066,1496711981.0361089706, -1.1592,  0.1006, -0.1106, -3.2654, -0.6866, -5.0507
1496711981.0361890793,1496711981.0384850502, -1.1592,  0.1006, -0.1106, -3.2654, -0.6866, -5.0507
1496711981.0385589600,1496711981.0408370495, -1.1592,  0.1006, -0.1106, -3.2654, -0.6866, -5.0507
1496711981.0409090519,1496711981.0431890488, -1.1592,  0.1006, -0.1106, -3.2654, -0.6866, -5.0507
1496711981.0433130264,1496711981.0455958843, -1.1592,  0.1006, -0.1106, -3.2654, -0.6866, -4.8218
1496711981.0456669331,1496711981.0479478836, -1.1592,  0.1006, -0.1106, -2.5330, -0.6714, -4.8218
1496711981.0480198860,1496711981.0503010750, -1.1592,  0.1006, -0.1106, -2.5330, -0.6714, -4.8218
1496711981.0503730774,1496711981.0526518822, -1.1592,  0.1006, -0.1118, -2.5330, -0.6714, -4.8218
1496711981.0527229309,1496711981.0550100803, -1.1614,  0.0837, -0.1118, -2.5330, -0.6714, -4.8218
1496711981.0550820827,1496711981.0573639870, -1.1614,  0.0837, -0.1118, -2.5635, -0.1984, -4.7455
1496711981.0574350357,1496711981.0597209930, -1.1614,  0.0837, -0.1118, -2.5635, -0.1984, -4.7455
