start
-1.509151,-0.997862,-1.622067,-1.145419,-1.178500,-0.137900,-0.766400,-1.049600,-2.009000,-2.056900,-2.779100,-1.205100,0.830500,1.919000,2.012700,0.155500,0.000000,0.016000,0.064000,0.000000,0.066545,0.241561,0.248561,0.001145,0.257964,0.491488,0.498559,0.033831,-0.716099,-0.371220,-0.584024,1.203363,2.179328,2.452943,2.883070,5.022434,
-1.603032,-1.068095,-1.674884,-1.150297,-1.141800,-0.055900,-0.521200,-1.107200,-2.807600,-2.483400,-2.718300,-1.185500,1.665800,2.427500,2.197100,0.078300,0.064000,0.144000,0.128000,0.000000,0.232294,0.419484,0.386761,0.000455,0.481969,0.647676,0.621901,0.021335,-1.003698,-0.530454,-0.248494,0.297323,3.053478,2.420555,2.076387,2.169558,
start
-1.284806,-1.165425,-1.696990,-1.179368,-1.127200,-0.237500,-0.589800,-1.136200,-1.742700,-2.226600,-2.836400,-1.234900,0.615500,1.989100,2.246600,0.098700,0.000000,0.064000,0.128000,0.000000,0.037558,0.309083,0.371917,0.000610,0.193798,0.555952,0.609850,0.024708,-1.317263,-0.275679,-0.076472,-0.444314,3.158602,2.125862,2.274826,2.574322,
-1.490515,-1.207417,-1.773906,-1.162889,-1.137900,-0.205100,-0.269000,-1.118200,-2.677500,-2.677500,-3.189700,-1.247100,1.539600,2.472400,2.920700,0.128900,0.040000,0.144000,0.192000,0.000000,0.182437,0.457721,0.601316,0.000998,0.427127,0.676550,0.775446,0.031585,-1.368058,-0.275930,-0.121361,-0.875632,3.706033,1.899036,2.336360,3.501843,
-1.583163,-1.058141,-1.761370,-1.160575,-1.143300,0.324000,-0.617700,-1.119100,-2.834500,-2.551000,-2.989700,-1.283700,1.691200,2.875000,2.372000,0.164600,0.128000,0.160000,0.192000,0.000000,0.278908,0.531934,0.544772,0.000885,0.528117,0.729338,0.738087,0.029748,-1.199799,0.023095,-0.305582,-0.710136,3.152439,2.073807,1.710153,4.276442,
start
114.758507,115.531250,115.992737,115.355804,122.075142,127.000000,-1.645204,0.000000,0.000000,127.000000,-1.645221,119.363258,127.000000,0.000000,-1.645221,118.949501,0.000000,-0.000014,-0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-1.604657,-1.122940,-1.711075,-1.196794,-1.118200,-0.114000,-0.705300,-1.114500,-2.460700,-2.610600,-3.284700,-1.552500,1.342500,2.496600,2.579400,0.438000,0.000000,0.168000,0.192000,0.000000,0.163397,0.449585,0.516283,0.008883,0.404224,0.670511,0.718529,0.094249,-0.478733,-0.305249,-0.586875,-1.953922,2.065380,2.208941,2.496760,6.387756,
-1.550284,-1.209138,-1.812810,-1.166727,-1.124800,-0.212200,-0.902800,-1.117900,-2.343300,-2.856700,-3.590300,-1.351800,1.218500,2.644500,2.687500,0.233900,0.000000,0.088000,0.232000,0.000000,0.179078,0.538801,0.684549,0.003217,0.423176,0.734031,0.827375,0.056722,-0.850967,-0.371498,-0.670351,-2.169222,2.315600,1.767572,2.196157,7.463639,
